transfer_id,sender_account,receiver_account,amount,timestamp,fan_out_degree,fan_in_degree,transit_velocity_sec,amount_layering_ratio,shared_device_cluster,account_dormancy_score,is_fraud,attack_id,variant_id,variant_name,hop_level
TRX-0E2161,VICTIM-6676,MULE-WRK-3323,1871.41,2026-08-01T09:42:01,0.6019,0.2151,0.4907,0.6251,0,0.2815,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-0DFA2F,ACC-82541,ACC-47641,77.69,2026-08-11T23:06:15.319705,0.35,0.2755,0.2795,0.35,0,0.054,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C81D0,ACC-89578,ACC-38228,67.09,2026-08-16T03:13:34.488578,0.0791,0.1869,0.1074,0.1918,0,0.0735,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0EB6E6,ACC-42606,ACC-66373,24.96,2026-08-07T08:05:20.681773,0.1891,0.0824,0.3,0.2488,0,0.0257,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C96AD,ACC-31778,ACC-64021,17.87,2026-08-10T22:40:15.196451,0.0457,0.1383,0.1409,0.26,0,0.0411,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-038638,ACC-65661,ACC-84290,126.13,2026-08-03T05:31:09.463635,0.3215,0.35,0.1943,0.1377,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05BDD4,MULE-WRK-2420,MULE-MSTR-879,2913.92,2026-08-01T11:39:54,0.1342,0.8667,0.6982,0.7071,1,0.1969,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-0BB858,ACC-73230,ACC-17967,11.04,2026-08-27T13:07:39.813065,0.2794,0.3158,0.0341,0.08,0,0.196,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07835A,ACC-10769,ACC-86260,5.0,2026-08-02T07:35:37.730742,0.1507,0.0394,0.3,0.2885,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-01D7C8,ACC-54936,ACC-78926,28.49,2026-08-10T09:27:52.330527,0.254,0.2828,0.1942,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-043F19,ACC-40015,ACC-42254,65.38,2026-08-10T00:13:10.771333,0.259,0.1115,0.1677,0.3261,0,0.0476,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-06605A,ACC-63551,ACC-82303,6.34,2026-08-15T15:32:38.003687,0.0466,0.0511,0.01,0.3453,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D94D2,ACC-37208,ACC-45772,73.72,2026-08-03T23:08:54.766108,0.1495,0.0908,0.0116,0.1346,0,0.2373,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D6236,ACC-16581,ACC-91442,65.09,2026-08-01T11:56:39.588792,0.0537,0.327,0.0963,0.3146,0,0.1093,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0DB831,ACC-45777,ACC-30764,20.38,2026-08-13T06:08:05.176880,0.2887,0.284,0.6382,0.3281,0,0.2744,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C9F0D,ACC-54859,ACC-76634,5.8,2026-08-08T13:03:28.206287,0.3066,0.1186,0.2672,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AE5A9,ACC-60861,ACC-81966,141.9,2026-08-19T04:45:03.996643,0.35,0.2436,0.3,0.1897,0,0.027,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-075272,ACC-10159,ACC-46378,135.42,2026-08-27T01:40:04.232374,0.35,0.2612,0.1317,0.35,0,0.1269,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03A3EF,ACC-40707,ACC-52107,8.57,2026-08-17T17:57:09.981087,0.2604,0.1572,0.0388,0.35,1,0.0988,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-056060,ACC-89561,ACC-64268,14.08,2026-08-11T16:54:09.671299,0.0413,0.2014,0.1046,0.0815,0,0.248,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-06EA31,ACC-92495,ACC-71858,51.3,2026-08-09T14:12:11.938973,0.35,0.1906,0.017,0.0518,0,0.1586,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-086FD5,ACC-73936,ACC-52351,71.96,2026-08-14T08:01:47.496937,0.0763,0.1025,0.2815,0.1736,0,0.2372,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0560E1,ACC-95957,ACC-56167,139.2,2026-08-08T12:41:35.930140,0.35,0.1709,0.1526,0.2699,0,0.0257,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CB47B,ACC-54131,ACC-74353,55.45,2026-08-11T08:45:40.993908,0.036,0.35,0.01,0.0183,0,0.1863,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A1421,ACC-29758,ACC-66447,13.56,2026-08-21T10:11:15.380618,0.0429,0.2385,0.1702,0.1577,0,0.1506,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-056504,ACC-81354,ACC-11062,5.06,2026-08-01T22:38:31.863014,0.1222,0.1933,0.0471,0.2285,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0552DA,ACC-13797,ACC-65029,60.91,2026-08-23T11:13:08.077699,0.0344,0.1061,0.2889,0.309,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-09F0D7,VICTIM-5849,MULE-MSTR-372,6817.7,2026-08-25T08:16:59,0.3213,0.2273,0.7453,0.909,1,0.4466,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-0D39FA,ACC-42921,ACC-52951,21.28,2026-08-19T05:43:23.046004,0.1845,0.1682,0.077,0.1634,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CB668,ACC-55893,ACC-34354,24.74,2026-08-10T08:11:39.173816,0.35,0.094,0.0944,0.0478,0,0.0976,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0EB36B,ACC-90765,ACC-90098,16.52,2026-08-08T12:23:41.755355,0.0433,0.1194,0.1533,0.2514,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-099E6A,ACC-55236,ACC-62130,706.72,2026-08-26T22:05:37.090855,0.1704,0.238,0.3,0.0858,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0BDD9A,ACC-88832,ACC-81260,11.62,2026-08-30T10:20:11.394518,0.35,0.0607,0.3,0.0917,0,0.0463,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0401CF,ACC-24382,ACC-76418,96.0,2026-08-06T14:51:28.271072,0.35,0.1828,0.0247,0.0596,0,0.0601,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CC87D,ACC-62395,ACC-70566,17.58,2026-08-11T11:19:52.563687,0.207,0.35,0.1479,0.193,0,0.0303,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-036952,VICTIM-3918,MULE-WRK-6266,1076.4,2026-08-02T01:24:58,0.8845,0.1892,0.5487,0.8233,0,0.2099,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-0D7A10,ACC-16823,ACC-68712,27.02,2026-08-01T08:29:08.495045,0.173,0.0749,0.2778,0.0436,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0214A7,ACC-25338,ACC-53286,22.63,2026-08-15T03:22:06.513174,0.2246,0.0823,0.1036,0.1945,0,0.0768,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C32ED,ACC-31949,ACC-51846,221.54,2026-08-28T07:59:34.689700,0.2348,0.0678,0.2533,0.0664,0,0.038,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0794F5,ACC-48765,ACC-64340,201.62,2026-08-04T03:39:52.166689,0.2067,0.0533,0.0489,0.35,0,0.0482,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-02EC89,ACC-66491,ACC-88860,5.0,2026-08-20T12:56:15.294334,0.02,0.1064,0.0159,0.0747,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C4F64,ACC-57377,ACC-83794,36.35,2026-08-04T01:02:43.284786,0.1106,0.1247,0.1496,0.0663,0,0.1141,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-054A6D,ACC-21950,ACC-63682,45.35,2026-08-14T05:05:03.283898,0.2981,0.1739,0.0443,0.35,0,0.0845,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07231F,MULE-WRK-6046,MULE-MSTR-723,3788.22,2026-08-13T02:28:29,0.1686,0.731,0.5906,0.6704,1,0.1966,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-053B5E,ACC-90765,ACC-60859,5.0,2026-08-11T00:37:36.468389,0.2375,0.1165,0.2157,0.1565,0,0.1516,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E9A64,ACC-31949,ACC-38746,85.81,2026-08-03T23:51:15.513024,0.35,0.1982,0.0579,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AA5D7,ACC-20965,ACC-24849,13.09,2026-08-23T19:02:36.712967,0.1515,0.1303,0.06,0.0677,0,0.0511,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-084697,ACC-27297,ACC-84740,10.63,2026-08-05T18:05:59.262645,0.35,0.0542,0.042,0.0581,0,0.1254,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-02BC61,ACC-53303,ACC-93285,30.0,2026-08-03T11:05:53.429790,0.1421,0.35,0.1809,0.0858,0,0.0294,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0901B4,ACC-45144,ACC-61501,16.02,2026-08-03T23:45:44.588536,0.2632,0.1215,0.0368,0.2313,0,0.074,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0370F7,ACC-27633,ACC-67132,85.59,2026-08-05T18:57:08.703675,0.0559,0.138,0.1328,0.1814,0,0.1147,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-04E897,ACC-29282,ACC-33377,26.84,2026-08-12T00:34:27.315935,0.3799,0.2591,0.4648,0.3671,0,0.281,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B1D31,ACC-32574,ACC-30058,5.49,2026-08-17T04:49:33.855480,0.054,0.1309,0.3,0.1752,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-01E3FD,ACC-34762,ACC-50197,84.87,2026-08-05T08:10:57.173460,0.4125,0.2538,0.2467,0.4364,0,0.1019,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0EFE9E,ACC-68871,ACC-30491,108.61,2026-08-13T21:11:02.050736,0.2026,0.2001,0.2156,0.1816,0,0.1758,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0DE768,ACC-74895,ACC-56804,5.0,2026-08-03T22:06:35.371454,0.0587,0.121,0.222,0.0275,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-075A94,ACC-34217,ACC-47900,7.26,2026-08-13T23:36:31.270847,0.0539,0.35,0.0646,0.35,0,0.1468,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03EE59,ACC-58404,ACC-54936,48.1,2026-08-15T13:12:54.775033,0.35,0.0601,0.2277,0.2582,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E33D0,ACC-62290,ACC-72539,26.5,2026-08-13T03:00:41.182216,0.1215,0.35,0.0453,0.3028,0,0.1779,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B704A,ACC-70692,ACC-26288,578.88,2026-08-29T03:30:35.431079,0.1267,0.3161,0.1489,0.35,0,0.0995,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-027668,ACC-74644,ACC-25449,187.3,2026-08-07T15:51:01.928570,0.35,0.02,0.2271,0.1763,0,0.1365,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-053836,ACC-90356,ACC-99812,1665.46,2026-08-29T09:25:48.770848,0.5445,0.4846,0.2896,0.4811,0,0.2806,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0DB095,ACC-20886,ACC-47198,51.76,2026-08-08T02:51:09.654034,0.2706,0.2616,0.0128,0.3058,0,0.0942,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E00AE,ACC-29982,ACC-38145,44.61,2026-08-10T01:50:29.458081,0.0922,0.1851,0.1804,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0F2305,ACC-53585,ACC-83822,24.57,2026-08-09T22:10:01.632299,0.2119,0.0852,0.0455,0.2567,0,0.2215,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0335EA,ACC-80592,ACC-97592,73.78,2026-08-11T01:15:21.281780,0.2648,0.303,0.0416,0.1624,0,0.2324,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B1F23,ACC-91958,ACC-78576,125.44,2026-08-19T02:53:01.195379,0.2498,0.1024,0.1977,0.35,0,0.11,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0ED144,ACC-28058,ACC-68596,6.43,2026-08-12T00:37:18.641070,0.1876,0.1467,0.01,0.2367,0,0.0588,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E752C,ACC-89083,ACC-74089,10.76,2026-08-22T14:43:20.108933,0.1535,0.3206,0.3,0.1765,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0EC54A,ACC-17543,ACC-86323,71.1,2026-08-13T05:34:01.211390,0.0549,0.0737,0.2096,0.1641,0,0.1787,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C382A,ACC-78450,ACC-75095,106.54,2026-08-10T11:51:02.737022,0.292,0.35,0.3,0.0777,0,0.1233,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0EA505,ACC-34538,ACC-25649,174.88,2026-08-10T19:43:43.067493,0.0487,0.0758,0.1677,0.0699,0,0.1846,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-08D0C1,ACC-82909,ACC-36736,12.83,2026-08-04T11:31:59.440233,0.1323,0.2165,0.2198,0.1961,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-04ABFB,ACC-42983,ACC-20805,280.48,2026-08-04T15:09:46.201366,0.257,0.2326,0.0722,0.0091,0,0.0342,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-048EAA,ACC-29715,ACC-70545,15.1,2026-08-06T05:49:17.411603,0.1562,0.0754,0.3,0.2461,0,0.1015,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-054A9B,ACC-52963,ACC-36201,5.0,2026-08-24T15:40:49.052162,0.283,0.2516,0.386,0.3399,0,0.4532,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-02E128,VICTIM-2445,MULE-WRK-9120,1184.3,2026-08-26T09:04:43,0.7451,0.2417,0.4931,0.8055,1,0.3398,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-0264BD,VICTIM-6600,MULE-WRK-1378,1902.42,2026-08-20T12:55:03,0.6617,0.1305,0.6057,0.675,0,0.2596,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-0447E0,MULE-WRK-7103,MULE-MSTR-182,5804.46,2026-08-11T12:23:47,0.2751,0.6607,0.492,0.7621,1,0.3079,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-04C3DC,ACC-51844,ACC-73734,5.0,2026-08-12T22:36:35.446706,0.1002,0.35,0.3,0.0684,0,0.0327,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0915C4,ACC-99112,ACC-65099,18.23,2026-08-11T13:44:40.575718,0.2687,0.1684,0.0342,0.229,0,0.1649,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07E803,ACC-87960,ACC-44531,99.89,2026-08-21T10:25:23.789000,0.2337,0.3218,0.2909,0.1563,0,0.226,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-06342F,ACC-41860,ACC-58447,393.4,2026-08-20T21:54:36.138047,0.35,0.1948,0.0322,0.2184,0,0.2528,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-048EF1,ACC-15410,ACC-62251,33.67,2026-08-13T22:25:32.635663,0.2006,0.2499,0.1892,0.1872,0,0.1906,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-04B899,ACC-98330,ACC-13631,9.45,2026-08-01T08:50:28.097007,0.1115,0.1679,0.1001,0.1544,0,0.1189,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AA73D,ACC-34762,ACC-19184,35.33,2026-08-04T01:14:31.403023,0.0664,0.0645,0.1084,0.35,0,0.2687,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-08A597,ACC-60428,ACC-31675,24.14,2026-08-28T12:57:33.181240,0.1001,0.1652,0.1528,0.0278,0,0.1166,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0675DC,ACC-67169,ACC-85353,59.55,2026-08-18T23:58:01.606510,0.2382,0.1628,0.3,0.0448,0,0.2294,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-098A11,ACC-91906,ACC-37192,5.0,2026-08-10T10:47:10.482071,0.2173,0.2946,0.3,0.309,0,0.0558,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07CFE6,ACC-41852,ACC-30644,73.08,2026-08-17T20:09:00.288969,0.3001,0.35,0.1452,0.2853,0,0.1221,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D3965,ACC-73315,ACC-66378,127.98,2026-08-07T07:07:55.607555,0.0511,0.1619,0.3,0.2406,0,0.0664,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-056729,ACC-21093,ACC-81626,15.77,2026-08-02T15:20:36.548061,0.1008,0.3262,0.2608,0.2387,0,0.258,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-078CB6,ACC-58543,ACC-18244,65.1,2026-08-13T19:11:15.341540,0.463,0.4184,0.1891,0.2977,0,0.136,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-090718,VICTIM-4907,MULE-WRK-3533,1090.2,2026-08-20T01:18:51,0.8547,0.2513,0.7302,0.98,0,0.2507,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-0C5888,ACC-35683,ACC-55033,254.97,2026-08-30T16:13:40.788320,0.1022,0.0851,0.1938,0.1162,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C9696,ACC-27347,ACC-74379,185.59,2026-08-05T18:23:51.710353,0.1332,0.2104,0.1018,0.087,0,0.2001,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05A2B2,VICTIM-2352,MULE-MSTR-391,9846.93,2026-08-23T00:47:40,0.4942,0.08,0.6485,0.7725,0,0.331,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-047A80,VICTIM-3381,MULE-WRK-9362,1171.83,2026-08-21T14:18:06,0.8883,0.1334,0.7363,0.5894,0,0.1904,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-0A8F8D,ACC-33874,ACC-54064,24.93,2026-08-04T20:54:54.420088,0.1878,0.2625,0.1971,0.2039,0,0.1582,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0EC766,DORMANT-ACC-79800,MULE-MSTR-396,12392.56,2026-08-19T23:54:28,0.5128,0.3494,0.4442,0.7946,0,0.76,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-0CB898,VICTIM-2097,MULE-WRK-7859,1296.34,2026-08-23T10:45:18,0.5745,0.3493,0.4328,0.695,0,0.2163,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-055794,ACC-91734,ACC-79624,519.75,2026-08-07T11:19:20.284523,0.0297,0.2616,0.0312,0.1918,0,0.1747,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-09C313,ACC-35003,ACC-14014,98.37,2026-08-02T15:50:54.402870,0.1921,0.072,0.0404,0.1138,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07ED19,VICTIM-6019,MULE-MSTR-391,3930.66,2026-08-28T04:21:32,0.4594,0.16,0.7194,0.8705,1,0.2925,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-073A6A,ACC-97329,ACC-80031,44.38,2026-08-04T09:18:29.561336,0.2745,0.0976,0.3,0.0091,0,0.0377,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07A581,ACC-80390,ACC-31352,13.04,2026-08-11T21:55:30.506429,0.0217,0.12,0.3,0.325,0,0.2302,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0564BF,ACC-99087,ACC-66985,66.56,2026-08-08T07:36:34.711500,0.102,0.0708,0.2989,0.0919,1,0.2317,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A2A85,ACC-71272,ACC-91942,48.96,2026-08-29T12:41:44.151454,0.1243,0.1408,0.3,0.35,0,0.0808,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B62A1,ACC-63707,ACC-95896,19.19,2026-08-04T23:12:02.583885,0.2951,0.1843,0.0438,0.1733,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-072647,ACC-32601,ACC-18571,52.56,2026-08-09T06:25:19.556484,0.0666,0.2326,0.0283,0.2658,0,0.1265,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0EED43,ACC-64384,ACC-50764,26.09,2026-08-01T21:58:19.156400,0.0307,0.1567,0.0187,0.0125,1,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B13C6,ACC-76412,ACC-40448,93.18,2026-08-05T18:55:33.387872,0.0458,0.0372,0.1591,0.35,0,0.0868,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-030C05,ACC-71949,ACC-35169,36.48,2026-08-22T19:48:05.588906,0.0612,0.3061,0.0367,0.0188,0,0.1191,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-01E072,ACC-88249,ACC-67056,155.22,2026-08-11T23:32:39.232281,0.0221,0.35,0.1201,0.041,0,0.2018,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D06BD,ACC-83165,ACC-93692,166.04,2026-08-16T04:31:42.830869,0.0947,0.2322,0.0688,0.35,0,0.0459,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-070004,ACC-98839,ACC-10404,60.38,2026-08-17T15:34:07.137584,0.35,0.35,0.0883,0.2349,0,0.0237,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-09A49E,ACC-27087,ACC-21938,70.39,2026-08-05T04:57:00.074439,0.1055,0.09,0.1208,0.044,0,0.111,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03A3FE,MULE-WRK-6032,MULE-MSTR-879,3322.82,2026-08-19T11:44:56,0.2048,0.7984,0.7198,0.8307,1,0.3396,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-062BC6,ACC-41852,ACC-42921,119.38,2026-08-06T06:59:36.732718,0.1185,0.2401,0.2053,0.2841,0,0.1468,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-042A2F,ACC-40911,ACC-39287,16.59,2026-08-30T00:09:23.597452,0.0552,0.1297,0.2412,0.019,0,0.2666,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B7AEF,ACC-31545,ACC-91889,33.58,2026-08-01T14:26:45.989342,0.2766,0.1431,0.2831,0.1725,0,0.248,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-04FF9B,ACC-32671,ACC-97508,163.93,2026-08-10T15:26:23.973120,0.1787,0.1879,0.0724,0.0367,0,0.0955,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-078323,ACC-76504,ACC-34264,90.48,2026-08-16T00:19:37.086614,0.1793,0.35,0.3,0.1999,0,0.2528,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05B2A8,ACC-29256,ACC-28888,43.73,2026-08-19T09:29:34.846676,0.2286,0.2544,0.0634,0.0748,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03DF60,VICTIM-6140,MULE-MSTR-905,10134.57,2026-08-04T16:01:46,0.4675,0.3041,0.842,0.9829,1,0.404,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-079C72,ACC-28020,ACC-83445,54.19,2026-08-01T11:29:59.036060,0.02,0.2037,0.1685,0.0151,0,0.0452,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C443F,ACC-90807,ACC-28489,99.53,2026-08-05T04:21:23.140259,0.0766,0.35,0.3,0.1438,0,0.0365,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AE1C5,ACC-84478,ACC-16710,82.37,2026-08-23T01:34:44.562982,0.1173,0.2244,0.3,0.0316,0,0.2368,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-082475,VICTIM-2251,MULE-WRK-7859,1345.44,2026-08-12T04:45:09,0.7442,0.2766,0.5263,0.7189,0,0.2924,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-094D2D,ACC-40448,ACC-80971,34.55,2026-08-14T06:18:40.299133,0.0473,0.1636,0.0461,0.146,0,0.0755,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AD524,VICTIM-4015,MULE-MSTR-789,8834.48,2026-08-18T11:30:55,0.3551,0.1876,0.6741,0.6501,0,0.4239,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-0657B0,ACC-20616,ACC-21561,141.1,2026-08-15T02:53:11.961218,0.2222,0.0803,0.3,0.0764,0,0.0264,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-09F538,ACC-92018,ACC-82588,176.48,2026-08-02T11:03:43.524830,0.0526,0.1589,0.3,0.0232,0,0.0698,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07F91B,VICTIM-5039,MULE-WRK-7388,1248.14,2026-08-28T22:57:49,0.7331,0.2584,0.5709,0.9154,0,0.2149,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-0EADF8,ACC-62256,ACC-29086,25.29,2026-08-26T08:34:00.491409,0.0585,0.0224,0.0914,0.2631,0,0.1298,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-083A74,ACC-43937,ACC-89530,23.16,2026-08-27T11:04:16.833591,0.2124,0.3808,0.5689,0.3968,0,0.361,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
