interaction_id,user_id,amount,timestamp,llm_semantic_intent_score,voice_biometric_jitter,synthetic_face_embedding_dist,adversarial_perturbation_index,device_risk,amount_deviation,is_fraud,attack_id,variant_id,variant_name
GENAI-0B3166,USR-1476,44.88,2026-08-20T11:08:31,0.0632,0.0147,0.0553,0.0191,0.3493,0.2722,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-032C39,USR-6231,18.39,2026-08-21T22:14:01,0.1362,0.1674,0.0595,0.25,0.2308,0.0535,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-067097,USR-7967,3453.67,2026-08-17T17:53:49,0.9458,0.1823,0.1953,0.6216,0.8778,0.491,1,GENAI-001,GENAI-V1,Conversational Autonomous Fraud Agent
GENAI-030DF3,USR-2775,62914.34,2026-08-15T03:48:12,0.7529,0.8323,0.2618,0.362,0.8441,0.9439,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-04C9A7,USR-5397,192.0,2026-08-19T06:15:25,0.087,0.1846,0.28,0.25,0.2442,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-020057,USR-8451,10.0,2026-08-21T04:05:37,0.265,0.1171,0.1799,0.0887,0.35,0.2257,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0E7FA4,USR-1615,265.17,2026-08-29T02:11:15,0.0103,0.1268,0.0867,0.25,0.35,0.1923,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0559F8,USR-9435,140.84,2026-08-23T18:34:33,0.28,0.157,0.1183,0.25,0.35,0.092,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-05DEF9,USR-2447,55859.02,2026-08-07T10:27:45,0.7366,0.962,0.3208,0.3824,0.9758,0.9164,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-0DCF91,USR-3142,43.06,2026-08-15T05:10:14,0.121,0.2062,0.1895,0.0692,0.1982,0.2526,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0EAEBE,USR-3292,4594.83,2026-08-26T15:03:53,0.2729,0.2024,0.2654,0.9214,0.402,0.4654,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-0B8F78,USR-5935,2614.44,2026-08-23T00:25:57,0.2349,0.0972,0.2953,0.9138,0.3856,0.4377,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-07D36E,USR-1568,16.88,2026-08-19T17:57:52,0.2395,0.1436,0.2169,0.01,0.35,0.2301,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0D736B,USR-1837,4050.34,2026-08-03T16:48:43,0.4633,0.3952,0.2086,0.9232,0.3549,0.3934,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-0424D6,USR-6833,2123.86,2026-08-09T11:45:39,0.3973,0.3344,0.3184,0.8285,0.4201,0.5258,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-09E572,USR-1556,19.91,2026-08-22T23:11:22,0.2752,0.28,0.28,0.1148,0.35,0.2013,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C70D7,USR-2545,22694.93,2026-08-01T11:20:18,0.3695,0.1475,0.9594,0.5863,0.7479,0.8532,1,GENAI-001,GENAI-V3,Generative AI Synthetic Identity (KYC Diffusion Bypass)
GENAI-071350,USR-9163,127.92,2026-08-18T17:43:06,0.1894,0.1028,0.2509,0.0317,0.1069,0.0167,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0E2569,USR-8125,786.58,2026-08-17T18:07:39,0.0164,0.0765,0.0275,0.0446,0.35,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0971BE,USR-4661,29551.38,2026-08-18T18:08:23,0.277,0.1735,0.9338,0.7047,0.9445,0.7246,1,GENAI-001,GENAI-V3,Generative AI Synthetic Identity (KYC Diffusion Bypass)
GENAI-0732CA,USR-9375,8882.42,2026-08-24T06:40:39,0.6234,0.2506,0.123,0.4,0.7061,0.8052,1,GENAI-001,GENAI-V1,Conversational Autonomous Fraud Agent
GENAI-043A3C,USR-9392,124.85,2026-08-26T04:36:04,0.0597,0.1135,0.1891,0.2189,0.0844,0.1387,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03C19E,USR-3368,62.0,2026-08-20T09:51:17,0.28,0.28,0.1395,0.0752,0.35,0.1708,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0D9315,USR-1749,47.14,2026-08-21T17:11:44,0.054,0.1913,0.28,0.0783,0.0969,0.036,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-077DDA,USR-1812,43.94,2026-08-17T22:32:20,0.1707,0.1774,0.0646,0.25,0.0258,0.1655,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-061AC5,USR-7098,21.78,2026-08-16T02:17:56,0.171,0.0682,0.2093,0.1203,0.2116,0.1677,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-05A093,USR-5463,3525.88,2026-08-15T05:57:29,0.1634,0.1152,0.3085,0.8744,0.4497,0.4659,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-05C06B,USR-8039,320.42,2026-08-08T17:34:19,0.0403,0.1993,0.0226,0.246,0.0507,0.2454,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0BF91A,USR-5645,79.93,2026-08-03T22:59:54,0.28,0.0561,0.28,0.2431,0.0472,0.0819,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06FBB8,USR-3853,77426.4,2026-08-23T10:21:58,0.6981,0.8869,0.3241,0.4112,0.9485,0.8886,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-030291,USR-8477,10.0,2026-08-15T06:45:11,0.2561,0.0332,0.0146,0.0532,0.35,0.2812,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03B27D,USR-6702,38.4,2026-08-17T04:45:00,0.2781,0.0172,0.0905,0.0624,0.2472,0.1215,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0BBC80,USR-4017,81.25,2026-08-10T18:27:34,0.232,0.5224,0.3371,0.2561,0.4982,0.4431,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04F41A,USR-8169,15.81,2026-08-27T01:03:05,0.0627,0.1301,0.1911,0.0778,0.0632,0.1749,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04A688,USR-5327,423.66,2026-08-08T09:59:22,0.1586,0.0741,0.1322,0.0395,0.0469,0.2173,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-063825,USR-7782,82734.83,2026-08-24T12:42:51,0.7148,0.7791,0.2208,0.3594,0.716,0.8918,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-02B2BD,USR-7502,8860.45,2026-08-11T05:09:27,0.7975,0.2039,0.1237,0.4773,0.7223,0.6868,1,GENAI-001,GENAI-V1,Conversational Autonomous Fraud Agent
GENAI-0D4BE4,USR-2044,58.89,2026-08-24T04:36:43,0.2689,0.2628,0.2792,0.1637,0.1795,0.2941,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0AEA11,USR-6448,110.57,2026-08-19T04:47:41,0.28,0.0839,0.28,0.2371,0.1623,0.281,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-01920E,USR-6239,33.93,2026-08-12T16:59:59,0.2559,0.0391,0.28,0.1596,0.0397,0.1931,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0532B0,USR-2552,84.5,2026-08-12T22:54:42,0.2466,0.2306,0.1549,0.248,0.1918,0.1271,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03F839,USR-7156,26.24,2026-08-21T22:11:18,0.28,0.06,0.0678,0.1647,0.2173,0.2838,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-026F2F,USR-6564,21.34,2026-08-09T02:55:06,0.2789,0.1568,0.0139,0.25,0.35,0.2952,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0D4C66,USR-2820,54.73,2026-08-01T21:47:58,0.28,0.2481,0.0107,0.0344,0.0952,0.1731,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A1F69,USR-9354,44.78,2026-08-06T08:22:30,0.1537,0.4672,0.5185,0.2318,0.5507,0.4507,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0D6965,USR-8474,32.28,2026-08-09T10:42:13,0.2742,0.28,0.1114,0.2481,0.1518,0.0944,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-031190,USR-1869,3039.0,2026-08-23T09:38:08,0.4248,0.354,0.1926,0.7386,0.3863,0.375,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-06FEAA,USR-1530,62.75,2026-08-27T05:47:16,0.0749,0.28,0.2071,0.0188,0.1805,0.1373,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-046371,USR-2090,28.9,2026-08-26T17:36:03,0.0924,0.0652,0.225,0.1261,0.1102,0.095,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-08522C,USR-8349,4937.42,2026-08-03T23:21:28,0.3944,0.3339,0.276,0.9316,0.3093,0.4439,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-0C4305,USR-9795,72.92,2026-08-05T23:22:35,0.116,0.0854,0.1034,0.1454,0.2054,0.1729,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0E4E3A,USR-6326,56.36,2026-08-29T14:30:59,0.088,0.0527,0.28,0.25,0.3215,0.1154,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0ED2DF,USR-7927,30.66,2026-08-18T13:50:11,0.2096,0.1424,0.0706,0.0137,0.0342,0.1951,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0B462A,USR-2160,10.0,2026-08-18T01:41:42,0.0477,0.1211,0.1238,0.2383,0.2921,0.2363,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0AA222,USR-9330,82.95,2026-08-09T09:51:09,0.2041,0.2243,0.1317,0.0586,0.2282,0.1909,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-08EEDE,USR-5234,2145.01,2026-08-20T17:14:25,0.2326,0.2659,0.2521,0.9285,0.3951,0.4057,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-0AC3FB,USR-8096,46008.16,2026-08-19T00:54:15,0.9078,0.8206,0.3162,0.3175,0.9368,0.99,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-05EDC7,USR-8759,47.98,2026-08-26T01:53:36,0.28,0.0417,0.2227,0.0609,0.2992,0.0661,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06EF4C,USR-6924,10.0,2026-08-16T14:45:40,0.065,0.141,0.218,0.25,0.1187,0.2361,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0B46BD,USR-1145,56.46,2026-08-26T21:22:29,0.1703,0.28,0.0447,0.1437,0.144,0.0702,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04BA3C,USR-6269,203.09,2026-08-09T10:28:23,0.0448,0.28,0.1,0.1658,0.2803,0.3448,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0EB422,USR-8382,58.29,2026-08-17T00:21:37,0.4761,0.5262,0.4369,0.232,0.4516,0.4376,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C70D7,USR-3517,14.05,2026-08-08T21:05:47,0.1185,0.0303,0.28,0.1087,0.1494,0.1548,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-022FB1,USR-8006,2378.3,2026-08-02T15:28:38,0.3104,0.1394,0.3155,0.9054,0.3976,0.4172,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-0CA474,USR-9634,141.09,2026-08-26T04:42:25,0.0371,0.28,0.0527,0.0154,0.2296,0.0294,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-09E974,USR-6280,189.5,2026-08-18T00:39:45,0.1853,0.1081,0.1422,0.1416,0.35,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-053986,USR-8984,10.0,2026-08-09T06:41:56,0.2165,0.196,0.0671,0.2302,0.0949,0.1053,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-066872,USR-9756,10.0,2026-08-27T11:17:01,0.0174,0.113,0.2265,0.1098,0.3229,0.0314,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-09C96C,USR-8045,32.59,2026-08-09T14:50:50,0.0351,0.1042,0.2747,0.0365,0.1853,0.3132,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0CF137,USR-4185,80.68,2026-08-23T02:52:52,0.01,0.0754,0.1181,0.0298,0.35,0.054,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-08B300,USR-4143,26.56,2026-08-24T14:22:41,0.1324,0.0141,0.28,0.25,0.2175,0.1099,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06A59B,USR-6303,17.23,2026-08-19T23:08:33,0.2592,0.0546,0.0726,0.25,0.2559,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0B4911,USR-4708,36.4,2026-08-07T17:42:46,0.28,0.2685,0.0235,0.0534,0.35,0.1218,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-028DE2,USR-5868,40.89,2026-08-26T01:19:01,0.28,0.28,0.0579,0.01,0.35,0.0453,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07E1DF,USR-6433,49.0,2026-08-02T23:11:12,0.1862,0.1651,0.28,0.1681,0.2261,0.3032,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A5F6A,USR-3825,31.15,2026-08-11T04:14:34,0.1577,0.1775,0.0625,0.25,0.1739,0.3165,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0794B0,USR-1080,140.42,2026-08-06T06:19:35,0.4128,0.379,0.3897,0.2009,0.4928,0.2491,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07C5F9,USR-8441,4604.92,2026-08-19T12:54:40,0.7189,0.1366,0.1926,0.5268,0.7072,0.8545,1,GENAI-001,GENAI-V1,Conversational Autonomous Fraud Agent
GENAI-0E38BE,USR-5105,11.4,2026-08-22T06:24:09,0.4079,0.3502,0.2623,0.1678,0.4758,0.2539,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-01B82B,USR-3134,31.55,2026-08-08T03:15:33,0.1833,0.1475,0.1057,0.0417,0.2291,0.0652,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C4733,USR-8887,1462.48,2026-08-18T01:19:43,0.2429,0.28,0.28,0.1304,0.037,0.0891,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0982F7,USR-4706,37.82,2026-08-29T06:54:29,0.1031,0.1193,0.0563,0.2015,0.2769,0.0824,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-026808,USR-7601,32.03,2026-08-15T14:24:54,0.28,0.1206,0.2117,0.25,0.0288,0.1933,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-099968,USR-5745,47.05,2026-08-15T10:45:15,0.0993,0.0881,0.1113,0.1641,0.1543,0.2456,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0BA66F,USR-8355,124.35,2026-08-07T19:40:52,0.2634,0.28,0.1401,0.25,0.1744,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-070E7A,USR-1051,34.95,2026-08-21T09:47:05,0.0998,0.1354,0.0212,0.1455,0.2358,0.0686,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07DBD2,USR-3946,26.13,2026-08-29T02:51:07,0.3342,0.2101,0.299,0.4659,0.3444,0.3809,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-05A0F6,USR-4191,104.95,2026-08-21T15:45:42,0.1504,0.1703,0.28,0.2163,0.35,0.3499,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A19B1,USR-2802,28.67,2026-08-21T16:56:34,0.0714,0.1349,0.2788,0.0295,0.2451,0.096,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-035E91,USR-4024,47.69,2026-08-27T09:37:29,0.1195,0.0848,0.0769,0.0404,0.3196,0.0698,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0867F8,USR-1782,1398.6,2026-08-19T06:19:00,0.4721,0.2924,0.2254,0.826,0.5223,0.4698,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-0791B9,USR-9047,12.1,2026-08-06T15:40:35,0.28,0.2489,0.1126,0.25,0.1515,0.3371,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0DBDAA,USR-7033,37.61,2026-08-04T09:10:34,0.28,0.181,0.0615,0.01,0.2035,0.0663,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-05DC15,USR-2136,10.0,2026-08-25T21:18:39,0.28,0.1722,0.0983,0.25,0.2419,0.212,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0B18A6,USR-5877,1332.87,2026-08-19T12:37:01,0.3314,0.2727,0.0892,0.7144,0.2976,0.4968,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-0CFD41,USR-1884,56.78,2026-08-05T22:50:46,0.28,0.2112,0.28,0.25,0.1545,0.2525,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0E812E,USR-6547,68.98,2026-08-08T00:58:38,0.28,0.1894,0.0642,0.094,0.1739,0.3204,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-09CCE2,USR-9824,28.92,2026-08-08T08:43:09,0.28,0.0883,0.28,0.023,0.35,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A2859,USR-4736,339.06,2026-08-16T17:58:20,0.1796,0.2663,0.2049,0.0495,0.0209,0.1932,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-039DD9,USR-5397,99.38,2026-08-07T17:04:41,0.28,0.28,0.156,0.1949,0.2331,0.1927,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0334AB,USR-1968,78.55,2026-08-21T09:36:17,0.28,0.1535,0.1196,0.25,0.1294,0.3152,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-01A990,USR-2864,13.31,2026-08-12T14:30:44,0.2906,0.2093,0.3463,0.2932,0.4272,0.4186,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-056BC5,USR-4627,1244.92,2026-08-06T15:05:40,0.269,0.2572,0.2783,0.742,0.4922,0.5163,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-06DDFB,USR-1086,74.94,2026-08-20T17:36:16,0.129,0.28,0.1838,0.1644,0.35,0.1461,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-019D24,USR-9645,42.09,2026-08-19T23:55:09,0.28,0.0252,0.1636,0.25,0.2115,0.2595,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0ED631,USR-9886,318.09,2026-08-02T01:44:55,0.2185,0.2175,0.1965,0.0131,0.3349,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04CCD9,USR-5544,49.11,2026-08-28T09:59:53,0.1872,0.1284,0.2118,0.0679,0.35,0.029,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-09B205,USR-5283,90.72,2026-08-23T17:09:34,0.2404,0.1321,0.0885,0.0725,0.2114,0.3446,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-018934,USR-1998,132.07,2026-08-12T08:39:19,0.2509,0.28,0.1655,0.25,0.316,0.1388,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-09F434,USR-6113,231.84,2026-08-25T19:54:45,0.0805,0.169,0.1487,0.1448,0.1733,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06E2A7,USR-2678,28.74,2026-08-17T07:10:54,0.215,0.1199,0.1916,0.0777,0.2479,0.0556,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0DC8F7,USR-6904,119.72,2026-08-15T02:13:35,0.0258,0.1736,0.0667,0.2109,0.0499,0.156,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-09FAE5,USR-9447,32.15,2026-08-17T03:07:22,0.176,0.2519,0.28,0.0603,0.1966,0.0816,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07BFB6,USR-1207,42.9,2026-08-05T23:20:19,0.28,0.108,0.2555,0.0275,0.2543,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-087188,USR-7481,32.77,2026-08-14T22:54:38,0.0376,0.0266,0.0685,0.1982,0.1188,0.2498,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0DA494,USR-5935,74.72,2026-08-14T20:54:18,0.0571,0.2154,0.0449,0.0118,0.35,0.0296,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0F1A43,USR-4794,10.0,2026-08-26T09:29:08,0.1233,0.2164,0.1599,0.25,0.02,0.0561,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0E135B,USR-3070,34.08,2026-08-21T23:20:27,0.3903,0.3318,0.4446,0.3894,0.5542,0.2599,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A3596,USR-6593,40.41,2026-08-22T10:35:07,0.1192,0.2438,0.1483,0.0813,0.35,0.104,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-018B0E,USR-1603,67.53,2026-08-18T12:56:47,0.28,0.1538,0.1323,0.25,0.3496,0.0212,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-08B10B,USR-1748,53.0,2026-08-22T20:35:11,0.2298,0.2296,0.1821,0.01,0.35,0.0201,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07C1CF,USR-7361,67.28,2026-08-16T21:36:13,0.1737,0.0451,0.1602,0.057,0.1875,0.0732,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0DDF6C,USR-8464,70.89,2026-08-19T23:32:42,0.1054,0.0116,0.1168,0.25,0.1833,0.093,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06064D,USR-6000,50.14,2026-08-15T11:06:38,0.1478,0.2649,0.28,0.1546,0.211,0.2188,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-045E77,USR-2233,22.89,2026-08-25T20:21:40,0.28,0.0154,0.28,0.25,0.0841,0.1413,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04E3CE,USR-1322,32.46,2026-08-21T11:32:29,0.2511,0.0825,0.28,0.0826,0.2426,0.0379,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04C84D,USR-5658,19.6,2026-08-19T21:01:30,0.0818,0.1205,0.01,0.0979,0.0332,0.2598,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-083164,USR-8503,132.51,2026-08-13T11:49:49,0.01,0.2574,0.28,0.0125,0.0873,0.2205,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0CDB0A,USR-2668,48.8,2026-08-03T17:07:52,0.0447,0.1364,0.2038,0.25,0.144,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-076074,USR-6105,66.4,2026-08-23T12:27:05,0.0578,0.28,0.1411,0.1485,0.0513,0.1136,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C0B03,USR-6341,194.6,2026-08-20T05:28:10,0.0266,0.28,0.2191,0.1064,0.1115,0.1877,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04F282,USR-1238,10.0,2026-08-13T13:04:40,0.0251,0.28,0.0969,0.0449,0.2141,0.1634,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-09C5EF,USR-4491,123.51,2026-08-16T17:56:24,0.2011,0.1865,0.096,0.25,0.1168,0.178,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0386DF,USR-4834,16.86,2026-08-29T13:32:00,0.129,0.1877,0.082,0.0836,0.35,0.018,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-09C10A,USR-6922,10.0,2026-08-02T07:53:17,0.4325,0.3282,0.3539,0.3587,0.3326,0.489,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A8408,USR-1119,38.7,2026-08-15T16:49:39,0.0368,0.2051,0.1641,0.01,0.1162,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07EFA8,USR-9095,68.5,2026-08-08T21:11:53,0.1933,0.28,0.103,0.1345,0.35,0.2062,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A152A,USR-2950,113.43,2026-08-04T15:27:47,0.28,0.1425,0.2534,0.0705,0.0343,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-046D14,USR-8100,204.48,2026-08-15T18:00:40,0.2558,0.1162,0.1216,0.0807,0.1473,0.1158,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C618D,USR-9744,49.33,2026-08-28T01:07:35,0.28,0.0279,0.2424,0.1164,0.1911,0.0514,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0686E9,USR-5143,15.31,2026-08-12T11:58:32,0.0716,0.28,0.1599,0.1284,0.1402,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0D526A,USR-1263,29.54,2026-08-04T15:41:41,0.0812,0.28,0.2349,0.1963,0.35,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-02AEDC,USR-4001,3142.53,2026-08-04T13:58:59,0.7573,0.1737,0.2059,0.5971,0.681,0.7321,1,GENAI-001,GENAI-V1,Conversational Autonomous Fraud Agent
GENAI-076206,USR-1053,103.67,2026-08-04T07:06:24,0.28,0.1095,0.1745,0.25,0.2752,0.121,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-025CC6,USR-5065,165.99,2026-08-21T12:33:19,0.0707,0.1973,0.057,0.0913,0.1641,0.2411,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0CD921,USR-1991,244.96,2026-08-09T07:11:20,0.1776,0.1657,0.28,0.0775,0.35,0.0443,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06063F,USR-8296,108.65,2026-08-27T13:18:17,0.1751,0.0533,0.242,0.25,0.1432,0.2361,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03A9F6,USR-2304,149.13,2026-08-18T01:22:39,0.1213,0.2127,0.1089,0.25,0.1708,0.1004,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-08A094,USR-7885,629.75,2026-08-05T07:45:27,0.1651,0.0708,0.2459,0.0516,0.0518,0.3473,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0EB951,USR-1882,18186.48,2026-08-08T05:18:16,0.2217,0.2381,0.8158,0.5345,0.6478,0.8189,1,GENAI-001,GENAI-V3,Generative AI Synthetic Identity (KYC Diffusion Bypass)
GENAI-0A2C49,USR-3825,21.72,2026-08-06T11:37:52,0.0565,0.2453,0.28,0.0894,0.0641,0.0278,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0E5B8D,USR-9924,79.85,2026-08-25T22:26:42,0.28,0.28,0.2206,0.0299,0.1235,0.2176,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-025EB3,USR-3735,29.44,2026-08-25T10:12:53,0.2552,0.1531,0.2583,0.25,0.3304,0.2085,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03CDB7,USR-8920,9936.2,2026-08-05T21:49:58,0.2815,0.2995,0.7265,0.7002,0.73,0.904,1,GENAI-001,GENAI-V3,Generative AI Synthetic Identity (KYC Diffusion Bypass)
GENAI-05611D,USR-7103,88.04,2026-08-09T01:17:08,0.0153,0.1422,0.28,0.129,0.2017,0.0198,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04FAF4,USR-7030,40.23,2026-08-22T21:16:28,0.1851,0.0905,0.2016,0.01,0.034,0.2925,0,LEGIT,LEGIT,Normal Verified Interaction
